time,x,y,z,qx,qy,qz,qw
1780364390.9094262,9.346042587669418,-0.3061230325771952,0.0,0.0,0.0,0.930664854117189,-0.3658728321576108
1780364391.0319283,9.347707113419697,-0.3112629067037263,0.0,0.0,0.0,0.9295695105942712,-0.36864688385164357
1780364391.1607318,9.349557677599167,-0.3169772458700329,0.0,0.0,0.0,0.9303572705888484,-0.36665426366328846
1780364391.347375,9.351231996518305,-0.32214735804011635,0.0,0.0,0.0,0.9297275904502829,-0.3682480245099913
1780364391.504494,9.351576909523198,-0.3279435245563564,0.0,0.0,0.0,0.9313069056355858,-0.36423542869340725
1780364391.673044,9.349675797905913,-0.3356271296378006,0.0,0.0,0.0,0.9212106108859569,-0.38906427539819444
1780364391.8255143,9.347855394345807,-0.3429845423467411,0.0,0.0,0.0,0.9247341071619851,-0.380613755730565
1780364391.9812992,9.346339887302719,-0.34910967332021053,0.0,0.0,0.0,0.9262933709422125,-0.37680311961090834
1780364392.133985,9.344815411308305,-0.3552710536727492,0.0,0.0,0.0,0.9278460201893841,-0.3729634872460318
1780364392.3182275,9.340959067175735,-0.36508190592254786,0.0,0.0,0.0,0.9249549722611341,-0.3800767018503037
1780364392.4618595,9.322763204747831,-0.39320994194363823,0.0,0.0,0.0,0.9248450584346188,-0.3803440782884183
1780364392.589305,9.303199995731703,-0.42345168795353927,0.0,0.0,0.0,0.9247267988016372,-0.38063151154111813
1780364392.7364604,9.285214475070159,-0.45125456743838815,0.0,0.0,0.0,0.9246179974809178,-0.38089573210312755
1780364392.9197922,9.261128618270794,-0.4884876391605407,0.0,0.0,0.0,0.9244721746388629,-0.3812495223846082
1780364393.092306,9.242932730757863,-0.5166157136753644,0.0,0.0,0.0,0.9253435769861292,-0.37912961442033977
1780364393.283263,9.219826555381676,-0.5529141607072405,0.0,0.0,0.0,0.9260198839172304,-0.37747473371064055
1780364393.4490268,9.196161231266537,-0.5902482760853895,0.0,0.0,0.0,0.9250716080084512,-0.37979273302244515
1780364393.6004703,9.172634290913692,-0.6273640782524976,0.0,0.0,0.0,0.9257187156120188,-0.3782127173504801
1780364393.7523506,9.146616279377769,-0.6684097627623317,0.0,0.0,0.0,0.9238825874789167,-0.3826760569375378
1780364393.9130418,9.122259003836254,-0.7068354921760944,0.0,0.0,0.0,0.9237549931820553,-0.38298395863432844
1780364394.0523148,9.097601635023159,-0.7461621192727238,0.0,0.0,0.0,0.9173485872362375,-0.3980848772506679
1780364394.286996,9.072658359630081,-0.7905917393554655,0.0,0.0,0.0,0.9169270598808441,-0.3990548419180888
1780364394.4458573,9.051296081966958,-0.8286427913583556,0.0,0.0,0.0,0.916565234051153,-0.3998851981866235
1780364394.666871,9.029686829606371,-0.8671337622328047,0.0,0.0,0.0,0.9161984600167621,-0.4007248206224736
1780364394.8392065,9.007336683360132,-0.9069444321118131,0.0,0.0,0.0,0.9158183016383472,-0.4015928764112398
1780364395.016082,8.98597437616686,-0.9449955371143136,0.0,0.0,0.0,0.9138560784931249,-0.40603825903622376
1780364395.1890583,8.96496256474266,-0.9862642876115291,0.0,0.0,0.0,0.9117577308660488,-0.4107284263427524
1780364395.4602158,8.949129843404513,-1.0198696849052995,0.0,0.0,0.0,0.915889213642003,-0.4014311252683745
1780364395.5931108,8.93064310136582,-1.0591083162505968,0.0,0.0,0.0,0.914257160271442,-0.4051343541251455
1780364395.7769034,8.91416975279607,-1.0940734633063542,0.0,0.0,0.0,0.9127902372821876,-0.40842867519596093
1780364395.9476576,8.897330334644211,-1.1298156032046878,0.0,0.0,0.0,0.9142961569695298,-0.4050463397572541
1780364396.134796,8.879532015032757,-1.1681432875794642,0.0,0.0,0.0,0.916252454565934,-0.4006013473540761
1780364396.303396,8.86574865320272,-1.1988661931733766,0.0,0.0,0.0,0.9169566681912605,-0.39898680261329766
1780364396.5320199,8.852356872842579,-1.2287162699492256,0.0,0.0,0.0,0.9171949444925389,-0.39843874535156404
1780364396.6907399,8.836693987157823,-1.2636286060368678,0.0,0.0,0.0,0.9195875632631456,-0.3928851148767921
1780364396.841412,8.823067261665194,-1.2940023718923575,0.0,0.0,0.0,0.9214620591682037,-0.38846836874254514
1780364396.9916112,8.809753790157998,-1.3236778993332738,0.0,0.0,0.0,0.9215751322130069,-0.3882000459641638
1780364397.1340742,8.793770116507439,-1.3572377057659322,0.0,0.0,0.0,0.9215751322130069,-0.3882000459641638
1780364397.2618177,8.775535843857648,-1.3948933544878255,0.0,0.0,0.0,0.9215751322130069,-0.3882000459641638
1780364397.5282552,8.758484320099486,-1.4301065042253291,0.0,0.0,0.0,0.9215751322130068,-0.388200045964164
1780364397.6663365,8.74172851277898,-1.4647089700936298,0.0,0.0,0.0,0.9215751322130068,-0.388200045964164
1780364397.820036,8.72201577490051,-1.5054178007432453,0.0,0.0,0.0,0.924649421005145,-0.38081944308930726
1780364397.9824755,8.701905789918888,-1.5419321919375801,0.0,0.0,0.0,0.9294030208795284,-0.36906642326281436
1780364398.1064734,8.661304305545102,-1.5913666242577194,0.0,0.0,0.0,0.9338894830268522,-0.35756178975365754
1780364398.2627552,8.621110846954892,-1.6403042640399175,0.0,0.0,0.0,0.9335478661801629,-0.35845276055634523
1780364398.4613464,8.585814038224742,-1.6832799769464393,0.0,0.0,0.0,0.9348039280988739,-0.3551642099239665
1780364398.6059384,8.550925304042474,-1.7257588370372827,0.0,0.0,0.0,0.9367538670260405,-0.3499888464105097
1780364398.7434595,8.509507719395101,-1.776186914717331,0.0,0.0,0.0,0.937145196477461,-0.3489396519732619
1780364398.871579,8.472879036208749,-1.8179969360456156,0.0,0.0,0.0,0.9367955908010555,-0.34987715137702485
1780364399.044303,8.429810026066402,-1.8665526903348588,0.0,0.0,0.0,0.9368572593576379,-0.3497119894840548
1780364399.212364,8.389939182816791,-1.9115028494876531,0.0,0.0,0.0,0.936914322648796,-0.3495590822958941
1780364399.4637647,8.353053308947624,-1.9530877712547625,0.0,0.0,0.0,0.9369670916176019,-0.34941761436088525
1780364399.5993733,8.317020326971337,-1.9937111475530216,0.0,0.0,0.0,0.9367084763185665,-0.3501103117489538
1780364399.7303352,8.276669585144212,-2.039134241421163,0.0,0.0,0.0,0.9376304774503643,-0.34763355384111266
1780364399.8486218,8.24020243709996,-2.0800685868111057,0.0,0.0,0.0,0.9384642880308204,-0.3453762876788233
1780364399.9623456,8.20373533928447,-2.1210028767664517,0.0,0.0,0.0,0.9392926633047542,-0.34311702473334305
1780364400.095555,8.167900573592426,-2.1612273734275074,0.0,0.0,0.0,0.9397094159428196,-0.34197399548562873
1780364400.3208523,8.125952862209411,-2.2083136474942986,0.0,0.0,0.0,0.9406523948554506,-0.3393715840383599
1780364400.4720519,8.090118096474638,-2.248538145087518,0.0,0.0,0.0,0.9404129436393243,-0.34003455035572666
1780364400.617724,8.060121805043357,-2.286723343809863,0.0,0.0,0.0,0.9381677618088539,-0.34618095080833916
1780364400.793071,8.032259549901665,-2.3243940915040042,0.0,0.0,0.0,0.936612599331704,-0.35036672041321043
1780364400.964795,8.00390560472142,-2.362729621425764,0.0,0.0,0.0,0.9350108202591042,-0.3546191844759631
1780364401.1260722,7.97604338874341,-2.4004003152934303,0.0,0.0,0.0,0.9334180120741783,-0.35879076734984305
1780364401.37194,7.943428155609823,-2.444497255885189,0.0,0.0,0.0,0.9315298441832683,-0.36366488611893205
1780364401.5225334,7.915381025176017,-2.482518047964036,0.0,0.0,0.0,0.932289340643913,-0.36171340218706016
1780364401.709554,7.893719923688487,-2.516033345984654,0.0,0.0,0.0,0.9337220616991635,-0.3579987590708432
1780364401.9057329,7.868470050082241,-2.5551013970238547,0.0,0.0,0.0,0.9361157049801496,-0.3516921763268517
1780364402.0621457,7.8464244296604635,-2.589211644484324,0.0,0.0,0.0,0.9367988384935337,-0.3498684555617527
1780364402.1982174,7.824122483685643,-2.623718493396675,0.0,0.0,0.0,0.9382251293172111,-0.34602544229825427
1780364402.4576566,7.802461412845541,-2.6572337432231032,0.0,0.0,0.0,0.9372523792455004,-0.3486516565264657
1780364402.610981,7.781039609529869,-2.690509452903858,0.0,0.0,0.0,0.9373033087193404,-0.34851471628006864
1780364402.7661092,7.7577155997821885,-2.7270538028068416,0.0,0.0,0.0,0.9373593686117695,-0.3483639104094235
1780364402.9323509,7.735526249766759,-2.761820354030428,0.0,0.0,0.0,0.936334555860656,-0.3511090991433119
1780364403.0628333,7.712076173427908,-2.7985622262954375,0.0,0.0,0.0,0.9359974768708039,-0.35200670915692633
1780364403.206411,7.686734917230325,-2.8382672234703996,0.0,0.0,0.0,0.9368467207586709,-0.3497402204547325
1780364403.44366,7.664923827357387,-2.8724411111189183,0.0,0.0,0.0,0.937594842720982,-0.34772965203303685
1780364403.5907712,7.646394425711012,-2.903296113767843,0.0,0.0,0.0,0.9388307704991685,-0.3443788384380457
1780364403.7503643,7.6264828492745425,-2.9368737229841453,0.0,0.0,0.0,0.9401836154099499,-0.340668121952547
1780364403.911412,7.607100823091743,-2.969558331615475,0.0,0.0,0.0,0.9414863948705022,-0.3370509876468912
1780364404.0799491,7.586236051388392,-3.004743347357606,0.0,0.0,0.0,0.9428732841783756,-0.33315157208496593
1780364404.320737,7.5647357739229255,-3.041000039989677,0.0,0.0,0.0,0.9449890319471153,-0.32710201696054103
1780364404.555107,7.546956833745123,-3.0701048406431974,0.0,0.0,0.0,0.9462086378535897,-0.323557125792733
1780364404.7008557,7.522947895832409,-3.1081942829823106,0.0,0.0,0.0,0.9478742995857912,-0.3186444918474911
1780364404.8469064,7.503478491689955,-3.139081894606927,0.0,0.0,0.0,0.9478267478161544,-0.31878590954471625
1780364404.9708793,7.484816075748973,-3.168689244829812,0.0,0.0,0.0,0.9484397680886947,-0.31695742033885727
1780364405.0896907,7.46766686178908,-3.1958959458969005,0.0,0.0,0.0,0.9496068303956515,-0.31344356376535193
1780364405.2204728,7.4466115343989046,-3.2270116045878594,0.0,0.0,0.0,0.9493305946368797,-0.3142792103948149
