time,vx,wz
1506456512.515,0.0,0.026735417596225632
1506456512.699,0.0,0.014235080669628333
1506456512.9,0.0,0.027396998474133166
1506456513.073,0.0,-0.0006250813193324253
1506456513.247,0.0,-0.0004954216019810024
1506456513.418,0.0,-0.009997202213098334
1506456513.588,0.0,-0.02094404257072559
1506456513.778,0.0,-0.020944042570730882
1506456513.954,0.0,-0.020944042570726268
1506456514.127,0.0,-0.02094404257072435
1506456514.323,0.0,-0.007192762782829969
1506456514.497,0.0,-0.005397977004661933
1506456514.67,0.0,-0.057413036552977574
1506456514.847,0.0,-0.07128729526785756
1506456515.049,0.0,-0.07128729526785868
1506456515.255,0.0,-0.024754465017153705
1506456515.425,0.0,-0.05215171567883577
1506456515.627,0.0,-0.07098748191834314
1506456515.8,0.0,-0.0906378298353985
1506456516.001,0.0,-0.08305896979148279
1506456516.178,0.0,-0.06083656512301844
1506456516.357,0.0,0.06811319946236437
1506456516.527,0.0,-0.026161756616550354
1506456516.718,0.0,-0.013656535935417102
1506456516.891,0.0,0.015201537422466438
1506456517.067,0.0,-0.29728882397407724
1506456517.237,0.0,-0.02616175661654739
1506456517.438,0.0,-0.07157917522755998
1506456517.613,0.0,-0.05389663664546339
1506456517.787,0.0,-0.04003161652525324
1506456517.99,0.0,-0.07591973167363769
1506456518.174,0.0,-0.09289594024173045
1506456518.356,0.0,-0.11260420695306506
1506456518.526,0.0,-0.10673066087861346
1506456518.728,0.0,-0.1044631745910884
1506456518.9,0.0,-0.09239505164668776
1506456519.072,0.0,-0.10734205655071986
1506456519.242,0.0,-0.13534392215603988
1506456519.456,0.0,-0.08292101020876214
1506456519.627,0.0,-0.0011449601956202303
1506456519.828,0.0,-0.07646603851776225
1506456520.024,0.0,-0.07646603851774822
1506456520.195,0.0,-0.07646603851776058
1506456520.384,0.0,-0.05254261110021204
1506456520.557,0.0,-0.02967630338169981
1506456520.728,0.0,-0.02967630338171115
1506456520.899,0.0,-0.029676303381690375
1506456521.08,0.0,-0.029676303381698202
1506456521.252,0.0,-0.029676303381700124
1506456521.454,0.0,-0.08399303521328788
1506456521.638,0.0,-0.043033898020877814
1506456521.809,0.0,-0.027908819453419987
1506456522.002,0.0,-0.06907157171342344
1506456522.174,0.0,-0.08892895206278718
1506456522.359,0.0,-0.06609834190536651
1506456522.53,0.0,-0.1251870869905362
1506456522.769,0.0,-0.12518708699054135
1506456522.941,0.0,0.0221384495118835
1506456523.142,0.0,-0.037505836647114515
1506456523.345,0.0,-0.03522562380952239
1506456523.539,0.0,0.08362781918679822
1506456523.722,0.0,-0.16346305107918999
1506456523.929,0.0,0.03151113743833733
1506456524.112,0.0,-0.08315288293268826
1506456524.298,0.0,0.026096105027868532
1506456524.499,0.0,-0.14012882612754682
1506456524.695,0.0,-0.07508173699984652
1506456524.872,0.0,-0.07508173699984724
1506456525.078,0.0,-0.01563625485545981
1506456525.265,0.3,-0.07508173699984917
1506456525.436,0.3,0.022930628428267538
1506456525.608,0.3,0.007392892684919293
1506456525.878,0.3,-0.015630598724393503
1506456526.053,0.3,-0.004050949699209413
1506456526.249,0.3,0.00046603168027183273
1506456526.445,0.3,-0.07276594052203045
1506456526.62,0.3,-0.10153487851741608
1506456526.792,0.3,-0.08745836077740264
1506456526.967,0.3,-0.08745836077739706
1506456527.141,0.0,-0.08745836077738528
1506456527.341,0.0,-0.061636570268536556
1506456527.538,0.0,0.06353801035695764
1506456527.713,0.0,0.0415452632402811
1506456527.894,0.0,0.0274642296842975
1506456528.088,0.0,0.013963609463114023
1506456528.262,0.0,-0.04222305423819072
1506456528.433,0.0,-0.02261926136560194
1506456528.632,0.0,-0.029672737125547504
1506456528.806,0.0,-0.029672737125540652
1506456528.981,0.0,-0.02967273712555011
1506456529.152,0.0,-0.029672737125546526
1506456529.346,0.0,-0.008866634969164068
1506456529.517,0.0,0.027555067865664175
1506456529.688,0.0,0.041852551721097954
1506456529.891,0.0,0.04185255172109828
1506456530.052,0.0,-0.01890273458877287
1506456530.226,0.0,0.013817349167811613
1506456530.398,0.0,-0.045607374713703915
1506456530.619,0.0,-0.05186005625234858
1506456530.793,0.0,-0.05784637813708756
1506456530.973,0.0,-0.02959575559011204
1506456531.208,0.3,-0.008537941225600594
1506456531.386,0.3,-0.014122189188467995
1506456531.562,0.3,0.02779479437994221
1506456531.761,0.3,0.02458279859744379
1506456531.943,0.3,0.0
1506456532.117,0.3,0.0
1506456532.288,0.3,0.0
1506456532.491,0.3,0.0
1506456532.668,0.3,0.0
1506456532.84,0.3,0.05687951266430772
1506456533.035,0.3,0.025081158331220106
1506456533.216,0.3,0.0
1506456533.389,0.3,0.026038211698236068
1506456533.56,0.3,0.04987893229888388
1506456533.769,0.3,0.032649849025966
1506456533.944,0.3,0.034925741561624604
1506456534.121,0.0,-0.006758942588347298
1506456534.293,0.0,0.02081515263213624
1506456534.467,0.0,0.00872766587044707
1506456534.639,0.0,-0.005195709036803682
1506456534.833,0.0,0.00872766587044432
1506456535.009,0.0,0.00872766587043472
1506456535.209,0.0,-0.05270503388794107
1506456535.409,0.0,0.02721796550795113
1506456535.584,0.0,0.026107797118032242
1506456535.82,0.0,0.040152390596517006
1506456535.992,0.0,-0.002718969952902121
1506456536.165,0.0,0.011736132663752044
1506456536.337,0.0,-0.03595481167992088
1506456536.509,0.0,0.007246352397839506
1506456536.68,0.0,0.006698261247593969
1506456536.874,0.0,0.008683111222084317
1506456537.045,0.0,0.006735875292590005
1506456537.22,0.0,-0.10245404326341484
1506456537.438,0.0,-0.04037123596652074
1506456537.609,0.0,-0.052457504799898254
1506456537.805,0.0,-0.03840076090804567
1506456537.979,0.0,-0.03840076090804791
1506456538.151,0.0,-0.03763654087898518
1506456538.335,0.0,-0.06280960472328877
1506456538.511,0.0,-0.031393158911196144
1506456538.684,0.0,-0.03139315891118668
1506456538.895,0.0,-0.03139315891119322
1506456539.071,0.0,-0.017775719713608685
1506456539.243,0.0,-0.0313931589111934
1506456539.429,0.0,-0.058168835303449316
1506456539.606,0.0,-0.041502484653159845
1506456539.777,0.0,-0.0678843110451582
1506456540.033,0.0,-0.049098390806930035
1506456540.205,0.0,-0.025920021515768728
1506456540.381,0.0,-0.015150991574471091
1506456540.624,0.0,0.012255391230654162
1506456540.827,0.0,0.0474728719179499
1506456541.001,0.0,-0.13705658918153146
1506456541.207,0.0,-0.06872442595368476
1506456541.388,0.0,-0.032410484257106784
1506456541.603,0.0,-0.07205579664211059
1506456541.775,0.0,-0.07205579664211562
1506456541.966,0.0,-0.07205579664210081
1506456542.168,0.0,-0.048479185227115376
1506456542.341,0.0,-0.01403964683233303
1506456542.534,0.0,-0.0036255176217928576
1506456542.709,0.0,0.010004616915004136
1506456542.882,0.0,-0.004410958504452123
1506456543.086,0.0,-0.18846722852343628
1506456543.26,0.0,-0.003625517621799305
1506456543.432,0.0,-0.0970491316408689
1506456543.639,0.0,-0.07872970727452189
1506456543.816,0.0,-0.05602747618482152
1506456544.02,0.0,-0.05602747618482208
1506456544.203,0.0,-0.056027476184828
1506456544.381,0.0,-0.0628267795800474
1506456544.553,0.0,-0.06982497320753689
1506456544.766,0.0,-0.06982497320753671
1506456544.943,0.0,-0.0698249732075441
1506456545.115,0.0,-0.06982497320754721
1506456545.319,0.0,-0.07051227387678766
1506456545.495,0.0,-0.11126263319454403
1506456545.699,0.0,-0.1112626331945472
1506456545.884,0.0,-0.11126263319455115
1506456546.06,0.0,-0.06981314140657024
1506456546.232,0.0,-0.04045521362485051
1506456546.422,0.0,-0.047137304205925025
1506456546.598,0.0,-0.03326590467951184
1506456546.8,0.0,0.015064365745860979
1506456547.002,0.0,-0.03326590467951631
1506456547.178,0.0,-0.18437032821826857
1506456547.351,0.0,-0.03667700649011976
1506456547.554,0.0,-0.03164673506063037
1506456547.733,0.0,-0.043602013522939034
1506456547.987,0.0,-0.043602013522935586
1506456548.16,0.0,-0.029567629518492105
1506456548.333,0.0,-0.04242239212825487
1506456548.507,0.0,-0.038284399142912644
1506456548.68,0.0,-0.038284399142902006
1506456548.852,0.0,-0.0524003919756419
1506456549.025,0.0,-0.03828439914290714
1506456549.214,0.0,-0.03828439914291035
1506456549.393,0.0,-0.13270672225179522
1506456549.565,0.0,-0.21539260154753953
1506456549.775,0.0,-0.21539260154753537
1506456549.952,0.0,0.21191224707050457
1506456550.136,0.0,-0.14908204424071572
1506456550.324,0.0,0.044625114378920853
1506456550.496,0.0,-0.05019455917569205
1506456550.695,0.0,-0.03965758751401222
1506456550.868,0.0,0.0016954559116595976
1506456551.04,0.0,-0.1321669366814738
1506456551.213,0.3,0.11065732162537759
1506456551.413,0.3,-0.1487057768058282
1506456551.589,0.3,0.01727070376741104
1506456551.793,0.3,-0.06586944318094283
1506456551.966,0.3,0.06202066027460851
1506456552.206,0.0,-0.060016024904394394
1506456552.399,0.0,0.02914155402947091
1506456552.581,0.0,-0.04103715471348837
1506456552.753,0.0,-0.07986829622947461
1506456552.927,0.0,-0.02630331274496285
1506456553.103,0.0,-0.026903155402336985
1506456553.276,0.0,0.08863437718909009
1506456553.481,0.0,-0.03774435930398315
1506456553.656,0.0,-0.024411408712225205
1506456553.829,0.0,-0.0244114087122319
1506456554.026,0.0,-0.010474249087786963
1506456554.203,0.0,-0.024411408712225535
1506456554.377,0.0,0.023043182152549406
1506456554.559,0.0,0.10697254795037718
1506456554.74,0.0,0.07686027026349365
1506456554.913,0.0,-0.05034670271739746
1506456555.107,0.0,-0.13097374506750445
1506456555.28,0.0,0.027635126876308584
1506456555.452,0.0,-0.06720082732545164
1506456555.626,0.0,-0.02921198787191371
1506456555.802,0.0,0.0686995438071708
1506456555.976,0.0,-0.029211987871916263
1506456556.149,0.0,-0.012666973671352472
1506456556.333,0.0,-0.0054435250567067195
1506456556.511,0.0,0.1500626008526773
1506456556.723,0.0,0.14242159021508283
1506456556.899,0.0,0.08893408139619338
1506456557.086,0.0,-0.2765020398891946
1506456557.288,0.0,0.1483514417223885
1506456557.473,0.0,-0.007240488623666055
1506456557.648,0.0,0.02088771318749881
1506456557.821,0.0,0.02088771318748962
1506456558.026,0.0,0.020887713187494595
1506456558.207,0.0,0.03693419494376808
1506456558.383,0.0,0.024252091288852987
1506456558.556,0.0,0.09499823872843004
1506456558.729,0.0,0.027983172118143614
1506456558.901,0.0,0.027983172118147093
1506456559.073,0.0,0.04479809430863186
1506456559.278,0.0,0.04207867325493586
1506456559.453,0.0,0.11327768609918193
1506456559.628,0.0,0.15693545933404413
1506456559.831,0.0,0.024230313287760253
1506456560.02,0.0,-0.023035431524635958
1506456560.193,0.0,0.05904242507580221
1506456560.366,0.0,-0.010665691278453744
1506456560.542,0.0,-0.015395378730282896
1506456560.716,0.0,0.034776245755161146
1506456560.889,0.0,0.03477624575515875
1506456561.066,0.0,0.03477624575516202
1506456561.238,0.3,0.03477624575516983
1506456561.445,0.3,0.04717487827984257
1506456561.622,0.3,0.0011578826944387533
1506456561.795,0.3,0.03617545419282703
1506456562.0,0.3,0.052588156809741736
1506456562.179,0.0,0.052588156809748855
1506456562.352,0.0,0.04132472265743011
1506456562.542,0.0,0.01743491942541978
1506456562.72,0.0,0.01743491942541807
1506456562.894,0.0,0.01743491942541822
1506456563.067,0.0,0.035042878255101974
1506456563.261,0.3,0.04881895563175741
1506456563.438,0.3,0.06569150317876729
1506456563.634,0.3,0.07828117497212501
1506456563.808,0.3,0.11324097209295435
1506456564.014,0.3,0.07828117497212997
1506456564.191,0.0,0.011873527304368378
1506456564.37,0.0,0.031180431195573594
1506456564.544,0.0,-0.04256822953689286
1506456564.719,0.0,-0.07781574099374042
1506456564.896,0.0,-0.043778575237777506
1506456565.101,0.0,0.17792994137709392
1506456565.278,0.0,0.07183415866143855
1506456565.482,0.0,0.02512426413696946
1506456565.655,0.0,-0.037841052473997785
1506456565.829,0.0,0.09590909729937376
1506456566.001,0.0,0.09590909729936932
1506456566.187,0.0,0.09590909729937233
1506456566.363,0.0,0.05985246534112591
1506456566.537,0.0,-0.04091447883764615
1506456566.746,0.0,-0.049158994952173546
1506456566.937,0.0,0.009411259404359223
1506456567.11,0.3,0.1211307699429389
1506456567.283,0.3,-0.006954108996843062
1506456567.514,0.3,0.13588875041192425
1506456567.693,0.3,0.07355548379444038
1506456567.867,0.3,0.10711992381950489
1506456568.069,0.3,0.073555483794442
1506456568.247,0.3,0.07355548379443144
1506456568.42,0.3,0.022091328696835583
1506456568.625,0.3,0.015145684718330577
1506456568.801,0.3,0.0
1506456568.975,0.3,0.1111907066718014
1506456569.179,0.3,0.05468432223424729
1506456569.367,0.3,0.09479207073817272
1506456569.544,0.3,0.057591287185731706
1506456569.746,0.3,0.032430246023384825
1506456569.919,0.3,0.011066695022929925
1506456570.077,0.3,0.06914665349483293
1506456570.251,0.0,0.07258595855184852
1506456570.434,0.0,0.22716586973858777
1506456570.607,0.0,0.07297851111007435
1506456570.78,0.0,0.008755557964466965
1506456570.952,0.0,0.008755557964460156
1506456571.125,0.3,0.05664148342543342
1506456571.297,0.3,0.008755557964470483
1506456571.472,0.3,0.08981203042992886
1506456571.645,0.3,0.11181173301392222
1506456571.85,0.3,0.11506802283735326
1506456572.038,0.3,0.0894977126010221
1506456572.211,0.3,0.10644821001820459
1506456572.386,0.3,0.06669755776299607
1506456572.592,0.3,-0.005222513771390104
1506456572.773,0.3,-0.005222513771392348
1506456572.968,0.3,-0.1594703942106245
1506456573.141,0.0,-0.005222513771389071
1506456573.313,0.0,0.04460097432388221
1506456573.496,0.0,0.045079427582605254
1506456573.672,0.0,0.05637563566349707
1506456573.858,0.0,0.049818514024071635
1506456574.09,0.0,0.0370270662648355
1506456574.268,0.0,0.04058709650456675
1506456574.442,0.0,0.03479276992909677
1506456574.66,0.0,0.027081902993547007
1506456574.837,0.0,0.04531191507957671
1506456575.01,0.0,0.04590147651273658
1506456575.215,0.0,0.014563294571443251
1506456575.389,0.0,0.01335005571887741
1506456575.568,0.0,0.012174056180590673
1506456575.833,0.0,0.022373386235026584
1506456576.01,0.0,0.0024495130461517824
1506456576.306,0.3,-0.024733086032422545
1506456576.479,0.3,-0.007009641425006987
1506456576.651,0.3,-0.007009641424995498
1506456576.827,0.3,-0.0070096414250047255
1506456577.009,0.3,-0.007009641425015667
1506456577.266,0.3,-0.003270372771913398
1506456577.471,0.3,0.019179465136048485
1506456577.648,0.3,0.02441165874398537
1506456577.839,0.3,0.024411658743995767
1506456578.044,0.3,0.02441165874397442
1506456578.216,0.3,0.024411658743988814
1506456578.426,0.3,-0.002537743031078874
1506456578.602,0.3,-0.020889352313708094
1506456578.848,0.3,-0.020889352313712445
1506456579.043,0.3,-0.020889352313711203
1506456579.218,0.3,-0.02088935231369739
1506456579.425,0.3,-0.021971706858101996
1506456579.629,0.3,-0.02273614687561116
1506456579.806,0.3,-0.02273614687562921
1506456579.979,0.3,-0.022736146875625755
1506456580.179,0.3,-0.022736146875616484
1506456580.358,0.3,-0.00871573651463222
1506456580.531,0.3,0.12204914386717783
1506456580.732,0.3,0.02178024804961678
1506456580.94,0.3,0.039702838841305474
1506456581.113,0.3,-0.01963860237294243
1506456581.319,0.3,0.02178024804963127
1506456581.497,0.3,0.012013559480577406
1506456581.67,0.3,0.021778222577578464
1506456581.875,0.3,0.021778222577569378
1506456582.073,0.3,-0.08573006806360489
1506456582.246,0.3,0.021778222577578464
1506456582.451,0.3,-0.03093074595676698
1506456582.628,0.3,-0.05421027902363585
1506456582.801,0.3,0.009771174631244954
1506456582.979,0.3,-0.0020473402967904858
1506456583.155,0.3,-0.033232831578061325
1506456583.328,0.3,-0.0235974766132749
1506456583.516,0.3,0.06258030558661856
1506456583.695,0.3,0.03316751500164566
1506456583.869,0.3,0.033167515001653436
1506456584.043,0.3,-0.2717484234109445
1506456584.233,0.3,0.13141400937179112
1506456584.409,0.3,-0.03096644905006782
1506456584.613,0.3,-0.07302263938457397
1506456584.795,0.3,0.02959977784517871
1506456584.968,0.3,-0.07302263938455782
1506456585.156,0.3,-0.04331000555967322
1506456585.332,0.3,-0.041474796457498235
1506456585.505,0.3,0.12153800941883232
1506456585.748,0.3,0.0735470029162178
1506456585.921,0.3,0.07354700291621723
1506456586.093,0.3,0.09532442624101807
1506456586.265,0.3,-0.05039469436773858
1506456586.466,0.3,-0.03513251005507025
