time,yaw
1506456486.728,1.9977441822720319
1506456486.899,2.0189766699128597
1506456487.101,2.0450291263773903
1506456487.288,2.074973465469152
1506456487.472,2.099112497466866
1506456487.642,2.1684014954627693
1506456487.811,2.224466931810708
1506456488.008,2.247847942054872
1506456488.183,2.2880279813467097
1506456488.355,2.3141712218682473
1506456488.557,2.345936739111654
1506456488.73,2.3574432527591456
1506456488.902,2.3688707304952565
1506456489.072,2.3794563546775147
1506456489.247,2.3911479737161097
1506456489.424,2.4076798367911088
1506456489.635,2.4254208789181617
1506456489.807,2.4369867847498727
1506456490.017,2.4354859436302054
1506456490.193,2.4402695260143776
1506456490.368,2.4378322214139163
1506456490.541,2.437760253158354
1506456490.75,2.4447578820615052
1506456490.928,2.4661453789639745
1506456491.102,2.472533510484646
1506456491.306,2.4765539521624857
1506456491.481,2.480717576059964
1506456491.653,2.473812629994153
1506456491.859,2.4817942120177388
1506456492.034,2.487938039329636
1506456492.206,2.4720829301395786
1506456492.404,2.4616469678713195
1506456492.582,2.4638285978002377
1506456492.753,2.4634567513597876
1506456492.955,2.4638338210794095
1506456493.129,2.4659664262404943
1506456493.299,2.468017172084951
1506456493.488,2.467536831177444
1506456493.658,2.4693158245155105
1506456493.828,2.471094817853576
1506456493.998,2.472873808696673
1506456494.173,2.4747051265423154
1506456494.343,2.476375079301717
1506456494.512,2.47784454381918
1506456494.684,2.4793400915919954
1506456494.857,2.468581517335392
1506456495.03,2.4603107197964866
1506456495.204,2.47483493360787
1506456495.374,2.4777226717804544
1506456495.544,2.4818937934007486
1506456495.718,2.486163063739045
1506456495.887,2.4903096569546084
1506456496.057,2.4944807785749026
1506456496.231,2.4963129289709407
1506456496.401,2.4869670999741356
1506456496.571,2.486373840382663
1506456496.752,2.4857421937093047
1506456496.927,2.490413554265599
1506456497.099,2.5051866985640467
1506456497.301,2.504551139714798
1506456497.475,2.504551139714798
1506456497.677,2.504551139714798
1506456497.862,2.504551139714798
1506456498.037,2.504551139714798
1506456498.217,2.504551139714798
1506456498.419,2.503828267369029
1506456498.597,2.5028974574678413
1506456498.77,2.5019927932678034
1506456498.941,2.501098588096277
1506456499.118,2.500173007085968
1506456499.291,2.499206266969259
1506456499.486,2.501700401346504
1506456499.657,2.5069335945904974
1506456499.831,2.5048156144469313
1506456500.005,2.502697634303366
1506456500.173,2.5006526884582168
1506456500.386,2.4969984175443316
1506456500.56,2.4954794572755565
1506456500.73,2.4916099517173524
1506456500.933,2.485227822627988
1506456501.106,2.486151559041055
1506456501.277,2.4923039352566754
1506456501.447,2.489596305175148
1506456501.617,2.486928025696056
1506456501.787,2.484259749959124
1506456501.96,2.483977782006478
1506456502.131,2.4864486871841422
1506456502.301,2.483811946665686
1506456502.471,2.4838790635827768
1506456502.645,2.4814587457282817
1506456502.815,2.47909406664043
1506456503.014,2.4763260040071393
1506456503.188,2.473905686152644
1506456503.358,2.47227829430569
1506456503.554,2.47159122295726
1506456503.732,2.4709672488125447
1506456503.904,2.4727974499880316
1506456504.075,2.4721980148519824
1506456504.269,2.471788708219121
1506456504.439,2.4703786868650095
1506456504.61,2.4688874695468948
1506456504.78,2.467404972165639
1506456504.95,2.4659224747843824
1506456505.141,2.4642568462542545
1506456505.324,2.4635050971121912
1506456505.495,2.4655862076351918
1506456505.665,2.465227838369071
1506456505.837,2.457625541108397
1506456506.008,2.4548674433881326
1506456506.21,2.4573258329203203
1506456506.384,2.453942437596223
1506456506.555,2.4455372536622098
1506456506.724,2.444022871726103
1506456506.911,2.4450051716274386
1506456507.084,2.4459139306945548
1506456507.254,2.444760172362057
1506456507.44,2.4411661817946997
1506456507.61,2.4396821739259207
1506456507.779,2.4382068928095446
1506456507.977,2.4364784588665582
1506456508.156,2.434915885250933
1506456508.326,2.4343113715118725
1506456508.495,2.44561383498276
1506456508.664,2.457301584617753
1506456508.837,2.4594069248454935
1506456509.006,2.4614635901749278
1506456509.176,2.4539013399233798
1506456509.349,2.45526229019612
1506456509.521,2.45526229019612
1506456509.726,2.45526229019612
1506456509.895,2.45526229019612
1506456510.046,2.45526229019612
1506456510.216,2.45526229019612
1506456510.402,2.453828664287267
1506456510.575,2.451716709017323
1506456510.745,2.449641380395281
1506456510.927,2.4546405238938958
1506456511.096,2.462226860967914
1506456511.266,2.460151529435299
1506456511.435,2.4579153917582497
1506456511.609,2.4555900790041925
1506456511.779,2.4533182210199107
1506456511.978,2.450658813565114
1506456512.151,2.4480485016298843
1506456512.321,2.4457766436456025
1506456512.515,2.4405899724789535
1506456512.699,2.4379707208124395
1506456512.9,2.4324639182665084
1506456513.073,2.4325720572465266
1506456513.247,2.4326582606175555
1506456513.418,2.4343677822341316
1506456513.588,2.4379282710690586
1506456513.778,2.4419076403559252
1506456513.954,2.445593789331675
1506456514.127,2.4492171107337373
1506456514.323,2.450626891237677
1506456514.497,2.451566139370334
1506456514.67,2.4614986002788397
1506456514.847,2.4741164378083083
1506456515.049,2.4885164815141754
1506456515.255,2.4936159035268326
1506456515.425,2.502481686737157
1506456515.627,2.516821168104105
1506456515.8,2.5325014998726614
1506456516.001,2.549196350741258
1506456516.178,2.5599644255529093
1506456516.357,2.547772153365306
1506456516.527,2.5522196477486543
1506456516.718,2.5548280459039368
1506456516.891,2.552198178451124
1506456517.067,2.6045209757474552
1506456517.237,2.608968476368252
1506456517.438,2.6233558888141477
1506456517.613,2.632787797657112
1506456517.787,2.639753299925111
1506456517.99,2.655165010667854
1506456518.174,2.672257865089812
1506456518.356,2.692751821949475
1506456518.526,2.7108960424417425
1506456518.728,2.73199759354751
1506456518.9,2.7478895581151725
1506456519.072,2.7663523844713023
1506456519.242,2.789360861563751
1506456519.456,2.807105956641311
1506456519.627,2.8073017448391298
1506456519.828,2.822671416685184
1506456520.024,2.8376587495878027
1506456520.195,2.8507344424660346
1506456520.384,2.860665002778736
1506456520.557,2.865798999075144
1506456520.728,2.8708736470666225
1506456520.899,2.8759482950580977
1506456521.08,2.881319705800376
1506456521.252,2.8864240350197004
1506456521.454,2.9033906199623805
1506456521.638,2.911308857854867
1506456521.809,2.9160812660878657
1506456522.002,2.9294120848300427
1506456522.174,2.9447078584785755
1506456522.359,2.956936047948891
1506456522.53,2.9783430403018234
1506456522.769,3.008262764359906
1506456522.941,3.0044549525639885
1506456523.142,3.0119936248000814
1506456523.345,3.019144428852166
1506456523.539,3.002920631451405
1506456523.722,3.0328343451681956
1506456523.929,3.0263115391775353
1506456524.112,3.041528524049888
1506456524.298,3.0366746456775653
1506456524.499,3.0648405362546334
1506456524.695,3.0795565462524888
1506456524.872,3.092846017138431
1506456525.078,3.0960670870403737
1506456525.265,3.1101073745802794
1506456525.436,3.1061862370315723
1506456525.608,3.104914659997396
1506456525.878,3.109134921354852
1506456526.053,3.1098438373590493
1506456526.249,3.109752495103494
1506456526.445,3.1240146093141408
1506456526.62,-3.1414020989664584
1506456526.792,-3.1263592460663356
1506456526.967,-3.111054037100631
1506456527.141,-3.0958362801567896
1506456527.341,-3.083508963164022
1506456527.538,-3.09602595290099
1506456527.713,-3.103296371987007
1506456527.894,-3.1082673974027126
1506456528.088,-3.1109763377184576
1506456528.262,-3.1036295252340693
1506456528.433,-3.099761631454266
1506456528.632,-3.093856760275249
1506456528.806,-3.088693703279654
1506456528.981,-3.0835009756975897
1506456529.152,-3.0784269375359288
1506456529.346,-3.0767068103011757
1506456529.517,-3.081418727011318
1506456529.688,-3.08857551351528
1506456529.891,-3.0970715843884506
1506456530.052,-3.094028243867279
1506456530.226,-3.0964324629650872
1506456530.398,-3.088587997645939
1506456530.619,-3.0771269274892203
1506456530.793,-3.067061656259035
1506456530.973,-3.061734418277085
1506456531.208,-3.059728002984735
1506456531.386,-3.0572142536862907
1506456531.562,-3.0621061407840515
1506456531.761,-3.066998114797889
1506456531.943,-3.066998114797889
1506456532.117,-3.066998114797889
1506456532.288,-3.066998114797889
1506456532.491,-3.066998114797889
1506456532.668,-3.066998114797889
1506456532.84,-3.076781387070543
1506456533.035,-3.0816722172505973
1506456533.216,-3.0816722172505973
1506456533.389,-3.08617682419926
1506456533.56,-3.094706121812642
1506456533.769,-3.101529943870999
1506456533.944,-3.1076419469788936
1506456534.121,-3.106445613831356
1506456534.293,-3.1100258186548206
1506456534.467,-3.111544432732685
1506456534.639,-3.1106507711351163
1506456534.833,-3.112343938363922
1506456535.009,-3.113880008589215
1506456535.209,-3.103338999298454
1506456535.409,-3.10878258720863
1506456535.584,-3.113351456683952
1506456535.82,-3.1228274137423626
1506456535.992,-3.122359750448907
1506456536.165,-3.124390099743253
1506456536.337,-3.1182058746031283
1506456536.509,-3.1194522484456537
1506456536.68,-3.1205976511445446
1506456536.874,-3.1222821747713145
1506456537.045,-3.1234340094720427
1506456537.22,-3.1055045567863346
1506456537.438,-3.0967036299637014
1506456537.609,-3.0877333964428093
1506456537.805,-3.080206843496163
1506456537.979,-3.073525110145996
1506456538.151,-3.0670516276991067
1506456538.335,-3.0554946594716226
1506456538.511,-3.049969467275547
1506456538.684,-3.0445384477301487
1506456538.895,-3.037914492277686
1506456539.071,-3.0347859635060117
1506456539.243,-3.029386342328884
1506456539.429,-3.0185669465069234
1506456539.606,-3.011221004823481
1506456539.777,-2.9996127873758014
1506456540.033,-2.9870435972689764
1506456540.205,-2.982585355348051
1506456540.381,-2.9799187790392545
1506456540.624,-2.982896839482308
1506456540.827,-2.99253382442294
1506456541.001,-2.9686859745069634
1506456541.207,-2.954528736599676
1506456541.388,-2.9486624391345937
1506456541.603,-2.9331704490411385
1506456541.775,-2.920776839786934
1506456541.966,-2.9070141837277763
1506456542.168,-2.8972213930277007
1506456542.341,-2.8947925327600035
1506456542.534,-2.894092808439869
1506456542.709,-2.895843618308224
1506456542.882,-2.895080523109533
1506456543.086,-2.8566332092096967
1506456543.26,-2.856002369053608
1506456543.432,-2.8393099250752134
1506456543.639,-2.8230128743179024
1506456543.816,-2.813096008468454
1506456544.02,-2.8016664035404775
1506456544.203,-2.7914133704829136
1506456544.381,-2.780230205395322
1506456544.553,-2.7682203147981257
1506456544.766,-2.753347591376323
1506456544.943,-2.7409885679222534
1506456545.115,-2.7289786773250566
1506456545.319,-2.714594173723175
1506456545.495,-2.695011963650582
1506456545.699,-2.672314386903328
1506456545.884,-2.651730779601756
1506456546.06,-2.6394436751031534
1506456546.232,-2.632485371492244
1506456546.422,-2.6235292922343096
1506456546.598,-2.617674489076835
1506456546.8,-2.620717489492116
1506456547.002,-2.6139977720515772
1506456547.178,-2.581548616439648
1506456547.351,-2.5752034907491095
1506456547.554,-2.568779208903962
1506456547.733,-2.560974442412366
1506456547.987,-2.5498995332229746
1506456548.16,-2.544784330440091
1506456548.333,-2.5374452625895603
1506456548.507,-2.530783776189412
1506456548.68,-2.524160571413583
1506456548.852,-2.5151477075918227
1506456549.025,-2.5085245028159924
1506456549.214,-2.50128875554022
1506456549.393,-2.477534265419284
1506456549.565,-2.440486701389345
1506456549.775,-2.3952542468477866
1506456549.952,-2.4327626737560215
1506456550.136,-2.405331575340919
1506456550.324,-2.4137210952269585
1506456550.496,-2.405087622528011
1506456550.695,-2.397195767302455
1506456550.868,-2.397489081340097
1506456551.04,-2.374756377306067
1506456551.213,-2.393900104711424
1506456551.413,-2.3641589422594143
1506456551.589,-2.36719858404718
1506456551.793,-2.3537612178895393
1506456551.966,-2.3644907981500927
1506456552.206,-2.3500869516006806
1506456552.399,-2.355711266859388
1506456552.581,-2.3482424981266714
1506456552.753,-2.3345051566593225
1506456552.927,-2.3299283795894943
1506456553.103,-2.325193427471446
1506456553.276,-2.340527183347048
1506456553.481,-2.3327895925693976
1506456553.656,-2.328517597208785
1506456553.829,-2.3242944211269543
1506456554.026,-2.3222309937769676
1506456554.203,-2.317910173317438
1506456554.377,-2.3219196875833497
1506456554.559,-2.3413886829449266
1506456554.74,-2.3553003914228205
1506456554.913,-2.346590406955247
1506456555.107,-2.321181499662713
1506456555.28,-2.3259623727117877
1506456555.452,-2.3144038350261247
1506456555.626,-2.309320948412085
1506456555.802,-2.321412076246254
1506456555.976,-2.316329189632213
1506456556.149,-2.3141378049749344
1506456556.333,-2.3131361962814387
1506456556.511,-2.3398473352261115
1506456556.723,-2.3700407310953953
1506456556.899,-2.3856931187345425
1506456557.086,-2.3339872272549327
1506456557.288,-2.3639542394217417
1506456557.473,-2.3626147494406675
1506456557.648,-2.366270098252476
1506456557.821,-2.3698836746657594
1506456558.026,-2.3741656542755893
1506456558.207,-2.3808507433490727
1506456558.383,-2.3851191085017076
1506456558.556,-2.401553813042659
1506456558.729,-2.4063949045411546
1506456558.901,-2.4112080082240235
1506456559.073,-2.418913277369067
1506456559.278,-2.427539412208319
1506456559.453,-2.4473630018741748
1506456559.628,-2.474826699774367
1506456559.831,-2.4797454550355456
1506456560.02,-2.475391760981775
1506456560.193,-2.4856061062632286
1506456560.366,-2.483760943177452
1506456560.542,-2.4810513547003317
1506456560.716,-2.4871024223240257
1506456560.889,-2.493118707931217
1506456561.066,-2.4992741050218106
1506456561.238,-2.5052556169038045
1506456561.445,-2.5150208175175424
1506456561.622,-2.5152257628074617
1506456561.795,-2.5214841199017806
1506456562.0,-2.53226468803562
1506456562.179,-2.541677962888759
1506456562.352,-2.5488271439283476
1506456562.542,-2.5521397796168115
1506456562.72,-2.5552431948089733
1506456562.894,-2.5582768712213038
1506456563.067,-2.5643392842133523
1506456563.261,-2.573810161885257
1506456563.438,-2.585437560955017
1506456563.634,-2.600780679013648
1506456563.808,-2.620484610965692
1506456564.014,-2.63661052136381
1506456564.191,-2.6387121362402106
1506456564.37,-2.6442934303316763
1506456564.544,-2.6368865573367546
1506456564.719,-2.6232687878206753
1506456564.896,-2.615519988437191
1506456565.101,-2.6519956552663215
1506456565.278,-2.6647103046377034
1506456565.482,-2.6698356544258037
1506456565.655,-2.663289157688831
1506456565.829,-2.6799773429970397
1506456566.001,-2.6964737011469766
1506456566.187,-2.7143128036717887
1506456566.363,-2.7248468303797764
1506456566.537,-2.71772771004753
1506456566.746,-2.7074534746642525
1506456566.937,-2.7092510250668798
1506456567.11,-2.730206631170151
1506456567.283,-2.7290035696372383
1506456567.514,-2.760393863725151
1506456567.693,-2.7735603055659594
1506456567.867,-2.7921991749666493
1506456568.069,-2.8070573755380326
1506456568.247,-2.8201502496892985
1506456568.42,-2.8239720517027798
1506456568.625,-2.8270769159145144
1506456568.801,-2.8270769159145144
1506456568.975,-2.8464240751225103
1506456569.179,-2.8575796766496913
1506456569.367,-2.87540060511343
1506456569.544,-2.885594251850792
1506456569.746,-2.892145166124844
1506456569.919,-2.8940597028018153
1506456570.077,-2.9049848735264514
1506456570.251,-2.917614832114281
1506456570.434,-2.9591862062075296
1506456570.607,-2.9718114957285406
1506456570.78,-2.973326206020602
1506456570.952,-2.9748321613892927
1506456571.125,-2.98463114353168
1506456571.297,-2.9861370989003726
1506456571.472,-3.001854199943039
1506456571.645,-3.0211976406309087
1506456571.85,-3.0447865765335735
1506456572.038,-3.0616121645971193
1506456572.211,-3.0800276899057635
1506456572.386,-3.0916997593339013
1506456572.592,-3.09062392102882
1506456572.773,-3.0896786460660812
1506456572.968,-3.0585819298408077
1506456573.141,-3.0576784344503385
1506456573.313,-3.06534979897154
1506456573.496,-3.073599338174337
1506456573.672,-3.083521443276849
1506456573.858,-3.092787692301539
1506456574.09,-3.1013779670138284
1506456574.268,-3.1086024691078493
1506456574.442,-3.114656411938217
1506456574.66,-3.120560271491381
1506456574.837,-3.128580471731479
1506456575.01,-3.1365214316332386
1506456575.215,-3.139506905909293
1506456575.389,3.1413554912441866
1506456575.568,3.1391763334927885
1506456575.833,3.1332473891276758
1506456576.01,3.132813825206377
1506456576.306,3.1401348187663234
1506456576.479,3.141347487414711
1506456576.651,-3.1406321619210895
1506456576.827,-3.139398465872588
1506456577.009,-3.13812271001017
1506456577.266,-3.1372822243075924
1506456577.471,-3.1412140131972053
1506456577.648,3.137650429267219
1506456577.839,3.132987802819608
1506456578.044,3.127983414639555
1506456578.216,3.1237846051916116
1506456578.426,3.1243175313249454
1506456578.602,3.1279940548220315
1506456578.848,3.1331328365669733
1506456579.043,3.1372062588736322
1506456579.218,3.1408618945324474
1506456579.425,-3.137775268950343
1506456579.629,-3.133137095074449
1506456579.806,-3.129112796036685
1506456579.979,-3.1251794404155477
1506456580.179,-3.1206322153770003
1506456580.358,-3.119072097327333
1506456580.531,-3.1401865819898744
1506456580.732,3.1386208906789754
1506456580.94,3.1303627023960714
1506456581.113,3.1337601778347235
1506456581.319,3.1292734447840007
1506456581.497,3.1271350315172546
1506456581.67,3.1233673968928617
1506456581.875,3.1189028629260065
1506456582.073,3.135877412478189
1506456582.246,3.1321097778537963
1506456582.451,3.138450578415105
1506456582.628,-3.135139506895748
1506456582.801,-3.136829921057442
1506456582.979,-3.136465494539283
1506456583.155,-3.1306165201749008
1506456583.328,-3.1265341544253644
1506456583.516,-3.1382992496077624
1506456583.695,3.1389490756761544
1506456583.869,3.1331779272434606
1506456584.043,-3.1027231475244745
1506456584.233,-3.1276918168246852
1506456584.409,-3.1222417255128927
1506456584.613,-3.1073451073569993
1506456584.795,-3.1127322716672183
1506456584.968,-3.1000993653603817
1506456585.156,-3.091957085884702
1506456585.332,-3.0846575168035546
1506456585.505,-3.105683604255596
1506456585.748,-3.1235555106737407
1506456585.921,-3.1362791493325153
1506456586.093,3.130510363079025
1506456586.265,3.1391782590649786
1506456586.466,-3.1369454144646682
1506456586.643,-3.1325730697285996
1506456586.862,-3.1306633998393116
1506456587.063,-3.1289106901442647
1506456587.283,-3.126992300937184
1506456587.456,3.1409614214362396
1506456587.656,3.1392209393747073
1506456587.832,3.13768931267078
1506456588.005,3.1361837934052543
1506456588.177,3.1346869780024105
1506456588.441,3.132852580383898
1506456588.617,3.13192821538684
1506456588.8,3.1309670873100277
1506456589.0,3.129916672995986
1506456589.178,3.1289818046196225
1506456589.352,3.1279000258545637
1506456589.554,3.1261361579069793
1506456589.737,3.124538196795062
1506456589.917,3.12296643193759
1506456590.089,3.1289461572935284
1506456590.288,3.123474648518789
1506456590.465,3.119968675880023
1506456590.637,3.116383658494824
1506456590.839,3.1121733535624876
1506456591.014,3.108525811398083
1506456591.187,3.1049199524198148
1506456591.36,3.100303444938435
1506456591.538,3.093136009967006
1506456591.711,3.086169921407524
1506456591.886,3.0828571312030406
1506456592.063,3.0757299693541085
1506456592.265,3.07321005394533
1506456592.442,3.0876972056937038
1506456592.615,3.0791708807257825
1506456592.815,3.0557056272360854
1506456592.991,3.0557056272360854
1506456593.163,3.0557056272360854
1506456593.337,3.0554248532038333
1506456593.514,3.042729160257487
1506456593.728,3.0380926513209205
1506456593.904,3.0300209273805105
1506456594.109,3.0282382016754936
1506456594.298,3.0238290442920794
1506456594.47,3.021757532046771
1506456594.659,3.0166813928626244
1506456594.837,3.014500012328311
1506456595.01,3.012379905017963
1506456595.216,3.009855384495318
1506456595.392,3.009520573369696
1506456595.604,3.0113693866645215
1506456595.777,3.012878085912165
1506456595.982,3.0146658537890256
1506456596.172,3.0135684903983107
1506456596.348,3.0086563515995053
1506456596.521,3.0035108059037894
1506456596.726,2.997925525343892
1506456596.902,2.9900297233395854
1506456597.075,2.9876214284297116
1506456597.28,2.984767671232099
1506456597.456,2.9805032451511675
1506456597.63,2.975936110901517
1506456597.808,2.9712639864266066
1506456597.985,2.9875196414481073
1506456598.191,2.993235090094729
1506456598.368,2.991504444576837
1506456598.542,2.986525694986984
1506456598.748,2.988042123025659
1506456598.932,2.984585723551776
1506456599.105,2.985440809878267
1506456599.35,2.988738989376325
1506456599.527,2.985034778162627
1506456599.701,2.981393350612682
1506456599.922,2.9767683206465247
1506456600.102,2.9730013257690713
1506456600.29,2.969066911114649
1506456600.464,2.964599618731351
1506456600.665,2.959335872927442
1506456600.841,2.954726818209831
1506456601.024,2.9499344559819676
1506456601.202,2.9452730294739005
1506456601.378,2.943771382136297
1506456601.582,2.9473189652950302
1506456601.767,2.950536135361912
1506456601.945,2.9536315751625573
1506456602.149,2.9571791583212903
1506456602.326,2.959710277456622
1506456602.551,2.955771791621602
1506456602.743,2.9524109540482826
1506456602.92,2.9493126796932767
1506456603.127,2.9456892747282755
1506456603.326,2.94253134626381
1506456603.502,2.94253134626381
1506456603.676,2.9620298509775522
1506456603.876,2.9648381414534306
1506456604.083,2.9648381414534306
1506456604.257,2.9648381414534306
1506456604.448,2.966783992727016
1506456604.658,2.9697084106040266
1506456604.831,2.972117574819706
1506456605.022,2.97477740181219
1506456605.198,2.977228340390529
1506456605.371,2.9811129174913344
1506456605.571,2.988809490830148
1506456605.751,2.9957363985775567
1506456605.923,3.0023554566034516
1506456606.123,3.010052020767238
1506456606.311,3.00605119531894
1506456606.484,3.0054490204765973
1506456606.684,3.037973239971948
1506456606.868,3.0421491838260732
1506456607.042,3.0394740827982627
1506456607.24,3.0439677600992883
1506456607.419,3.0487158676136596
1506456607.593,3.050841965201101
1506456607.768,3.0529802808528346
1506456607.942,3.0551063784402754
1506456608.116,3.0572324760277163
1506456608.292,3.059383012656963
1506456608.475,3.0648154291527585
1506456608.67,3.0709368686430816
1506456608.85,3.0803990307715865
1506456609.069,3.087273875320552
1506456609.255,3.093112785107223
1506456609.446,3.108102276153852
1506456609.625,3.1171868162943857
1506456609.807,3.1168642883410693
1506456609.981,3.1229223262660524
1506456610.154,-3.1343017494402985
1506456610.341,-3.127785865902504
1506456610.562,-3.120052062869187
1506456610.767,-3.1128781744234897
1506456610.944,-3.106684130248607
1506456611.12,-3.100525086471511
1506456611.323,-3.0925747974391316
1506456611.5,-3.075578063945963
1506456611.674,-3.058869412621709
1506456611.878,-3.044992745175999
1506456612.052,-3.0339759534703687
1506456612.235,-3.038791200583732
1506456612.443,-3.0565061175428276
1506456612.654,-3.0840260793679106
1506456612.827,-3.09277939801464
1506456613.002,-3.1091421132991206
1506456613.197,-3.134575248805818
1506456613.37,-3.097248819085086
1506456613.544,-3.0534595199432704
1506456613.743,-3.0383143049635866
1506456613.92,-3.0274800259910912
1506456614.112,-3.0157275961935923
1506456614.345,-2.997119407512913
1506456614.519,-3.0048698753301264
1506456614.724,-2.9665835018224094
1506456614.903,-2.960936403711363
1506456615.077,-2.9563979610246194
1506456615.252,-2.99242836853957
1506456615.448,-3.0000931273768465
1506456615.625,-3.0321998950437714
1506456615.799,-3.021345508793183
1506456616.031,-3.005302736948494
1506456616.208,-3.0058907228657494
1506456616.386,-3.001842913311173
1506456616.587,-3.003024740514936
1506456616.776,-3.0079600044205113
1506456617.023,-2.9938922786683504
1506456617.2,-2.9985141905082706
1506456617.373,-3.002918690726158
1506456617.549,-3.005384130677773
1506456617.726,-3.007863577786215
1506456617.9,-3.010301000084361
1506456618.077,-3.012780443852996
1506456618.253,-3.01524588380461
1506456618.426,-3.0192663684669743
1506456618.615,-3.024498603154656
1506456618.792,-3.023069359057678
1506456618.966,-3.0269921509774713
1506456619.175,-3.032251441638601
1506456619.363,-3.036678800882359
1506456619.54,-3.0385267164708316
1506456619.714,-3.0430668353826285
1506456619.917,-3.0438906956387077
1506456620.105,-3.0487961098298166
1506456620.283,-3.0517309943086075
1506456620.456,-3.0540225910505123
1506456620.665,-3.054388577802901
1506456620.847,-3.05298431501239
1506456621.02,-3.0783964300404327
1506456621.194,-3.102098943392809
1506456621.388,-3.0776190046923424
1506456621.578,-3.0921942135405582
1506456621.761,-3.1062324252234546
1506456621.936,-3.103089251476705
